X	19963956
X	20051457
X	20094399
X	20133991
X	20143187
X	20110475
X	20092384
X	20001965
X	19959366
3L	23126209
3L	23150386
3L	23095296
X	246851
X	255795
X	343821
X	308209
X	315124
X	356681
X	370095
X	396178
X	409797
X	460957
X	477622
X	477148
X	479645
X	482133
X	487991
X	495071
X	509513
X	493416
X	492744
X	487479
X	469227
X	437408
X	333792
X	317901
X	290340
X	289871.5
X	289272
X	245680.5
X	245578
X	245669
X	531800
X	623683
X	625670
X	629887
X	638448
X	644897
X	647449
X	756337
X	757842
X	759800
X	770230
X	777798
X	793478
X	844838
X	804896
X	803425
X	800784
X	790013
X	765094
X	753652
X	751168
X	654082
X	628872
X	625089
X	621144
X	615108
X	615540
X	862793
X	875733
X	894607
X	928217
X	933540
X	936350
X	941195
X	990583
X	1012114
X	1026894
X	1051541
X	1145679
X	1077437
X	1030326
X	1016522
X	1011544
X	951881
X	947483
X	945545
X	940732
X	932361
X	929983
X	847102
X	1021586
X	1171525
X	1180265
X	1182103
X	1185086
X	1191694
X	1199619
X	1203863
X	1206770
X	1210098
X	1288047
X	1322575
X	1342493
X	1347281
X	1354096
X	1369361
X	1371309
X	1375910
X	1389630
X	1393545
X	1460557
X	1456945
X	1380322
X	1357532
X	1353487
X	1349245
X	1346106
X	1333695
X	1295053
X	1294213
X	1308122
X	1298330
X	1251596
X	1239781
X	1215077
X	1176010
X	1160104
X	1467812
X	1469819
X	1472567
X	1479240
X	1513464
X	1665124
X	1669921
X	1683746
X	1683671
X	1686778
X	1750412
X	1710135
X	1695471
X	1669008
X	1558171
X	1512765
X	1482890
X	1476311
X	1474832
X	1469645
X	1465978
X	1461644
X	1789667
X	1866015
X	1868924
X	1874139
X	1877428
X	1880574
X	1890348
X	1908354
X	1910758
X	1923759
X	1928366
X	1927787
X	1940388
X	2068608
X	2073712
X	2075819
X	2071425
X	2068366
X	2066237
X	2064990
X	2060712
X	2047645
X	2043726
X	2035067
X	2040912
X	2009295
X	1939953
X	1922822
X	1907618
X	1902786
X	1889774
X	1879489
X	1877138
X	1873529
X	1868923
X	1868686
X	1865735
X	1861596
X	1858901
X	1822276
X	2077084
X	2081107
X	2090971
X	2094406
X	2103148
X	2108529
X	2094769
X	2143058
X	2145408
X	2168190
X	2170817
X	2172644
X	2176908
X	2179098
X	2181301
X	2184966
X	2186930
X	2187898
X	2198803
X	2223852
X	2225712
X	2242310
X	2246232
X	2262897
X	2327208
X	2340887
X	2349398
X	2344534
X	2332138
X	2325689
X	2292688
X	2274335
X	2269098
X	2262035
X	2258473
X	2251836
X	2249862
X	2241901
X	2220428
X	2203794
X	2192969
X	2184537
X	2175235
X	2162117
X	2160946
X	2157431
X	2154822
X	2149480
X	2136050
X	2131031
X	2121723
X	2121127
X	2080297
X	2583041
X	2586280
X	2596216
X	2620311
X	2624523
X	2619532
X	2610181
X	2608666
X	2603597
X	2585206
X	2580213
X	2452128
X	2447698
X	2443784
X	2442825
X	2428851
X	2425704
X	2410795
X	2659351
X	2642010
X	2643703
X	2670193
X	2667839
X	2668166.5
X	2688246
X	2698788
X	2704719
X	2708965
X	2714131
X	2714891
X	2720569
X	2724345
X	2727833
X	2732566
X	2809968
X	2796307
X	2789299
X	2743482
X	2742601
X	2738461
X	2720174
X	2713740
X	2707341
X	2703519
X	2703455
X	2697982
X	2693819
X	2682823
X	2681657
X	3135669
X	3175515
X	3291826
X	3321172
X	3313678
X	3314185
X	3329700
X	3334318
X	3244799
X	3280003
X	3246598
X	3242451
X	3250115
X	3460629
X	3473147
X	3463925
X	3459874
X	3435659
X	3393413
X	3316279
X	3249232
X	3244187
X	3242056
X	3240533
X	3236651
X	3174393
X	3172978
X	2893133
X	2890882
X	2929919
X	2935171
X	2937129
X	2939484
X	2941483
X	2943477
X	2945533
X	2947106
X	2948107
X	3129279
X	3067561
X	3067468
X	2957954
X	2927168
X	2885870
X	2883632
X	2883419
X	2876522
X	2872820
X	3483046
X	3485842
X	3486322
X	3515261
X	3569976
X	3569505
X	3668045
X	3693486
X	3710220
X	3671366
X	3573504
X	3530419
X	3523668
X	3504540
X	3493018
X	3485283
X	3480626
X	3480947
X	3873159
X	3875802
X	3880990
X	3888664
X	3936823
X	3941061
X	3945257
X	3949651
X	3971314
X	3968236
X	3964753
X	3935996
X	4101409
X	4104487
X	4109690
X	4114229
X	4118419
X	4120506
X	4131287
X	4218227
X	4266161
X	4269032
X	4366589
X	4381473
X	4329302
X	4322130
X	4318054
X	4311702
X	4302075
X	4277861
X	4276905
X	4252637
X	4245768
X	4242768
X	4217352
X	4203259
X	4116851
X	4113603
X	4104118
X	4100640
X	4428436
X	4531311
X	4541004
X	4542704
X	4549075
X	4552077
X	4558111
X	4686155
X	4553981
X	4551806
X	4548427
X	4540304
X	4691738
X	4702533
X	4703640
X	4705565
X	4784199
X	4826005
X	4875793
X	4906980
X	4909760
X	4912816
X	4919198
X	4940648
X	4997540
X	4960908
X	4803769
X	4803333
X	4782702
X	4777312
X	4771516
X	4770073
X	5131959
X	5175241
X	5309355
X	5312461
X	5313434
X	5317505
X	5322406
X	5317281
X	5311710
X	5307211
X	5305543
X	5182179
X	5081072
X	5323998
X	5330103
X	5333406
X	5376088
X	5351830
X	5358273
X	5422623
X	5427529
X	5430681
X	5478772
X	5501875
X	5517422
X	5622725
X	5622418
X	5620526
X	5618676
X	5501162
X	5496044
X	5410565
X	5329268
X	5666407
X	5672521
X	5672874
X	5680728
X	5690770
X	5703117
X	5732761
X	5747870
X	5752870
X	5756056
X	5758118
X	5789647
X	5792243
X	5804732
X	5809007
X	5819123
X	5845354
X	5869183
X	5881054
X	5905958
X	5908493
X	5916468
X	5914776
X	5879457
X	5876751
X	5873255
X	5815765
X	5781581
X	5767693
X	5762658
X	5754883
X	5743835
X	5737423
X	5723520
X	5717713
X	5711732
X	5715270
X	5695064
X	5689400
X	5675482
X	5671660
X	5665417
X	5665867
X	5938671
X	5942684
X	5945762
X	5948250
X	5950377
X	5952599
X	5955800
X	5966567
X	5989241
X	5990685
X	6037970
X	6040703
X	6059911
X	6096210
X	6221383
X	6224003
X	6219293
X	6202541
X	6198617
X	6196416
X	6091293
X	6089705
X	6080495
X	6076950
X	6071866
X	6037089
X	6012821
X	6000195
X	5964156
X	6237481
X	6255912
X	6261270
X	6267908
X	6288155
X	6291408
X	6295507
X	6304122
X	6320490
X	6316099
X	6342139
X	6347506
X	6524691
X	6529117
X	6534414
X	6532503
X	6527802
X	6372815
X	6365595
X	6350226
X	6301198
2L	1087861
2L	1062145
2L	1026784
